模型名称：DUMP
合约名称：IF1305  
测试时间：2012-05-17 -- 2012-05-18
测试周期：1分钟
测试模式：实战模式
开仓时使用的资金比率：100%
最大开仓手数：1000
保证金比率：8%
单位：300元/点
手续费：0.06‰
----------------------------------
  测试天数：		1		  测试周期数：	435
  指令总数：		435		  平均交易周期：1
  初始资金：		330000		  最终权益：	279316
  总收益率(盈利/初始资金)：	-15.36%	  盈利：	-50683.59
  扣除最大盈利后收益率：	-16.45%
  扣除最大亏损后收益率：	-14.80%

  可靠性(胜率)：	52.41%		  成交额：	675744000
  期望收益(平均R乘数)：	0.00R		  总手续费：	40545

  总交易次数：		435		
  盈利次数比例：	42.76%		  亏损次数比例：	47.36%
  平均利润率：		-0.04%		  平均每次盈利：	-117
  标准离差率：		-1762.9%		  标准离差：		410.92
  多头次数：		217		  空头次数：		217
  多头盈利次数：	91		  空头盈利次数：	95

  盈利次数：		186		  亏损次数：	206
  总盈利：		55380(16.78%)	  总亏损：	-65519(-19.85%)
  平均盈利率：		321(0.10%)	  平均亏损率：	-342(-0.10%)
  最大盈利额：		3600(1.18%)	  最大亏损额：	-1860(-0.62%)
  平均盈利周期：	1		  平均亏损周期：	1
  最大盈利周期：	1		  最大亏损周期：	1
  最大连续盈利次数：	6		  最大连续亏损次数：	11
  最大连续盈利：	3840(1.26%)	  最大连续亏损：	-3840(-1.21%)

  空仓总时间：		0		  最长空仓时间：	0
  空仓时间/总时间：	0.00%


开仓时间	开仓价格	交易类型	平仓时间	平仓价格	手数	手续费	盈利	扣除手续费后盈利	总资金	平仓类型
20120518 09:42	2587.2	空头	20120518 09:43	2585.8	1	93	420	326.9	305167.2	正常
20120518 09:43	2585.8	多头	20120518 09:44	2583.6	1	93	-660	-753.0	304414.1	正常
20120518 09:44	2583.6	空头	20120518 09:45	2583.0	1	93	180	87.0	304501.2	正常
20120518 09:45	2583.0	多头	20120518 09:46	2583.2	1	93	60	-33.0	304468.2	正常
20120518 09:46	2583.2	空头	20120518 09:47	2583.8	1	93	-180	-273.0	304195.1	正常
20120518 09:47	2583.8	多头	20120518 09:48	2585.0	1	93	360	266.9	304462.1	正常
20120518 09:48	2585.0	空头	20120518 09:49	2585.6	1	93	-180	-273.1	304189.0	正常
20120518 09:49	2585.6	多头	20120518 09:50	2584.6	1	93	-300	-393.1	303795.9	正常
20120518 09:50	2584.6	空头	20120518 09:51	2586.2	1	93	-480	-573.0	303222.9	正常
20120518 09:51	2586.2	多头	20120518 09:52	2587.4	1	93	360	266.9	303489.8	正常
20120518 09:52	2587.4	空头	20120518 09:53	2588.6	1	93	-360	-453.2	303036.5	正常
20120518 09:53	2588.6	多头	20120518 09:54	2588.2	1	93	-120	-213.2	302823.3	正常
20120518 09:54	2588.2	空头	20120518 09:55	2588.8	1	93	-180	-273.2	302550.1	正常
20120518 09:55	2588.8	多头	20120518 09:56	2590.6	1	93	540	446.8	302996.9	正常
20120518 09:56	2590.6	空头	20120518 09:57	2590.0	1	93	180	86.8	303083.7	正常
20120518 09:57	2590.0	多头	20120518 09:58	2589.6	1	93	-120	-213.2	302870.4	正常
20120518 09:58	2589.6	空头	20120518 09:59	2588.6	1	93	300	206.8	303077.2	正常
20120518 09:59	2588.6	多头	20120518 10:00	2591.0	1	93	720	626.7	303704.0	正常
20120518 10:00	2591.0	空头	20120518 10:01	2590.0	1	93	300	206.7	303910.7	正常
20120518 10:01	2590.0	多头	20120518 10:02	2593.2	1	93	960	866.7	304777.4	正常
20120518 10:02	2593.2	空头	20120518 10:03	2594.0	1	93	-240	-333.4	304444.0	正常
20120518 10:03	2594.0	多头	20120518 10:04	2593.6	1	93	-120	-213.3	304230.7	正常
20120518 10:04	2593.6	空头	20120518 10:05	2592.4	1	93	360	266.7	304497.4	正常
20120518 10:05	2592.4	多头	20120518 10:06	2592.4	1	93	0	-93.3	304404.1	正常
20120518 10:06	2592.4	空头	20120518 10:07	2590.6	1	93	540	446.6	304850.7	正常
20120518 10:07	2590.6	多头	20120518 10:08	2591.4	1	93	240	146.7	304997.4	正常
20120518 10:08	2591.4	空头	20120518 10:09	2591.2	1	93	60	-33.3	304964.1	正常
20120518 10:09	2591.2	多头	20120518 10:10	2593.4	1	93	660	566.7	305530.7	正常
20120518 10:10	2593.4	空头	20120518 10:11	2592.4	1	93	300	206.7	305737.4	正常
20120518 10:11	2592.4	多头	20120518 10:12	2591.8	1	93	-180	-273.3	305464.1	正常
20120518 10:12	2591.8	空头	20120518 10:13	2590.4	1	93	420	326.8	305790.8	正常
20120518 10:13	2590.4	多头	20120518 10:14	2589.0	1	93	-420	-513.2	305277.7	正常
20120518 10:14	2589.0	空头	20120518 10:15	2588.0	1	93	300	206.8	305484.5	正常
20120518 10:15	2588.0	多头	20120518 10:16	2588.8	1	93	240	146.8	305631.3	正常
20120518 10:16	2588.8	空头	20120518 10:17	2590.0	1	93	-360	-453.2	305178.1	正常
20120518 10:17	2590.0	多头	20120518 10:18	2590.4	1	93	120	26.7	305204.8	正常
20120518 10:18	2590.4	空头	20120518 10:19	2590.4	1	93	0	-93.3	305111.6	正常
20120518 10:19	2590.4	多头	20120518 10:20	2590.2	1	93	-60	-153.2	304958.3	正常
20120518 10:20	2590.2	空头	20120518 10:21	2592.0	1	93	-540	-633.3	304325.1	正常
20120518 10:21	2592.0	多头	20120518 10:22	2593.0	1	93	300	206.7	304531.7	正常
20120518 10:22	2593.0	空头	20120518 10:23	2592.0	1	93	300	206.7	304738.4	正常
20120518 10:23	2592.0	多头	20120518 10:24	2593.0	1	93	300	206.7	304945.0	正常
20120518 10:24	2593.0	空头	20120518 10:25	2592.0	1	93	300	206.7	305151.7	正常
20120518 10:25	2592.0	多头	20120518 10:26	2592.0	1	93	0	-93.3	305058.4	正常
20120518 10:26	2592.0	空头	20120518 10:27	2593.2	1	93	-360	-453.3	304605.1	正常
20120518 10:27	2593.2	多头	20120518 10:28	2594.2	1	93	300	206.6	304811.7	正常
20120518 10:28	2594.2	空头	20120518 10:29	2592.8	1	93	420	326.6	305138.3	正常
20120518 10:29	2592.8	多头	20120518 10:30	2589.8	1	93	-900	-993.3	304145.0	正常
20120518 10:30	2589.8	空头	20120518 10:31	2589.8	1	93	0	-93.2	304051.8	正常
20120518 10:31	2589.8	多头	20120518 10:32	2588.0	1	93	-540	-633.2	303418.6	正常
20120518 10:32	2588.0	空头	20120518 10:33	2589.2	1	93	-360	-453.2	302965.4	正常
20120518 10:33	2589.2	多头	20120518 10:34	2586.6	1	93	-780	-873.1	302092.3	正常
20120518 10:34	2586.6	空头	20120518 10:35	2587.0	1	93	-120	-213.1	301879.2	正常
20120518 10:35	2587.0	多头	20120518 10:36	2587.8	1	93	240	146.9	302026.0	正常
20120518 10:36	2587.8	空头	20120518 10:37	2587.4	1	93	120	26.9	302052.9	正常
20120518 10:37	2587.4	多头	20120518 10:38	2587.2	1	93	-60	-153.1	301899.8	正常
20120518 10:38	2587.2	空头	20120518 10:39	2587.2	1	93	0	-93.1	301806.6	正常
20120518 10:39	2587.2	多头	20120518 10:40	2586.8	1	93	-120	-213.1	301593.5	正常
20120518 10:40	2586.8	空头	20120518 10:41	2582.4	1	93	1320	1227.0	302820.5	正常
20120518 10:41	2582.4	多头	20120518 10:42	2581.8	1	93	-180	-272.9	302547.6	正常
20120518 10:42	2581.8	空头	20120518 10:43	2581.2	1	93	180	87.1	302634.7	正常
20120518 10:43	2581.2	多头	20120518 10:44	2581.6	1	93	120	27.1	302661.8	正常
20120518 10:44	2581.6	空头	20120518 10:45	2581.4	1	93	60	-32.9	302629.0	正常
20120518 10:45	2581.4	多头	20120518 10:46	2582.4	1	93	300	207.1	302836.0	正常
20120518 10:46	2582.4	空头	20120518 10:47	2584.2	1	93	-540	-633.0	302203.0	正常
20120518 10:47	2584.2	多头	20120518 10:48	2584.4	1	93	60	-33.0	302170.0	正常
20120518 10:48	2584.4	空头	20120518 10:49	2583.8	1	93	180	86.9	302256.9	正常
20120518 10:49	2583.8	多头	20120518 10:50	2583.0	1	93	-240	-333.0	301923.8	正常
20120518 10:50	2583.0	空头	20120518 10:51	2583.8	1	93	-240	-333.0	301590.8	正常
20120518 10:51	2583.8	多头	20120518 10:52	2583.4	1	93	-120	-213.1	301377.8	正常
20120518 10:52	2583.4	空头	20120518 10:53	2585.2	1	93	-540	-633.0	300744.7	正常
20120518 10:53	2585.2	多头	20120518 10:54	2583.4	1	93	-540	-633.0	300111.6	正常
20120518 10:54	2583.4	空头	20120518 10:55	2584.4	1	93	-300	-393.0	299718.6	正常
20120518 10:55	2584.4	多头	20120518 10:56	2584.8	1	93	120	27.0	299745.6	正常
20120518 10:56	2584.8	空头	20120518 10:57	2586.2	1	93	-420	-513.0	299232.5	正常
20120518 10:57	2586.2	多头	20120518 10:58	2585.4	1	93	-240	-333.1	298899.4	正常
20120518 10:58	2585.4	空头	20120518 10:59	2587.0	1	93	-480	-573.1	298326.3	正常
20120518 10:59	2587.0	多头	20120518 11:00	2587.0	1	93	0	-93.1	298233.2	正常
20120518 11:00	2587.0	空头	20120518 11:01	2586.2	1	93	240	146.9	298380.1	正常
20120518 11:01	2586.2	多头	20120518 11:02	2587.0	1	93	240	146.9	298527.0	正常
20120518 11:02	2587.0	空头	20120518 11:03	2586.6	1	93	120	26.8	298553.8	正常
20120518 11:03	2586.6	多头	20120518 11:04	2588.4	1	93	540	446.8	299000.6	正常
20120518 11:04	2588.4	空头	20120518 11:05	2594.6	1	93	-1860	-1953.4	297047.3	正常
20120518 11:05	2594.6	多头	20120518 11:06	2592.6	1	93	-600	-693.4	296353.9	正常
20120518 11:06	2592.6	空头	20120518 11:07	2590.0	1	93	780	686.7	297040.7	正常
20120518 11:07	2590.0	多头	20120518 11:08	2590.8	1	93	240	146.8	297187.5	正常
20120518 11:08	2590.8	空头	20120518 11:09	2592.0	1	93	-360	-453.3	296734.2	正常
20120518 11:09	2592.0	多头	20120518 11:10	2590.2	1	93	-540	-633.3	296100.9	正常
20120518 11:10	2590.2	空头	20120518 11:11	2590.2	1	93	0	-93.2	296007.7	正常
20120518 11:11	2590.2	多头	20120518 11:12	2591.0	1	93	240	146.8	296154.4	正常
20120518 11:12	2591.0	空头	20120518 11:13	2591.0	1	93	0	-93.3	296061.2	正常
20120518 11:13	2591.0	多头	20120518 11:14	2591.6	1	93	180	86.7	296147.9	正常
20120518 11:14	2591.6	空头	20120518 11:15	2592.6	1	93	-300	-393.3	295754.6	正常
20120518 11:15	2592.6	多头	20120518 11:16	2590.2	1	93	-720	-813.3	294941.3	正常
20120518 11:16	2590.2	空头	20120518 11:17	2590.0	1	93	60	-33.3	294908.0	正常
20120518 11:17	2590.0	多头	20120518 11:18	2587.6	1	93	-720	-813.2	294094.9	正常
20120518 11:18	2587.6	空头	20120518 11:19	2586.6	1	93	300	206.9	294301.8	正常
20120518 11:19	2586.6	多头	20120518 11:20	2585.4	1	93	-360	-453.2	293848.6	正常
20120518 11:20	2585.4	空头	20120518 11:21	2585.8	1	93	-120	-213.1	293635.5	正常
20120518 11:21	2585.8	多头	20120518 11:22	2584.8	1	93	-300	-393.1	293242.4	正常
20120518 11:22	2584.8	空头	20120518 11:23	2585.8	1	93	-300	-393.1	292849.3	正常
20120518 11:23	2585.8	多头	20120518 11:24	2585.6	1	93	-60	-153.1	292696.3	正常
20120518 11:24	2585.6	空头	20120518 11:25	2584.6	1	93	300	206.9	292903.2	正常
20120518 11:25	2584.6	多头	20120518 11:26	2585.4	1	93	240	146.9	293050.1	正常
20120518 11:26	2585.4	空头	20120518 11:27	2586.0	1	93	-180	-273.1	292777.0	正常
20120518 11:27	2586.0	多头	20120518 11:28	2585.8	1	93	-60	-153.1	292623.9	正常
20120518 11:28	2585.8	空头	20120518 11:29	2585.0	1	93	240	146.9	292770.9	正常
20120518 11:29	2585.0	多头	20120518 13:00	2582.0	1	93	-900	-993.0	291777.9	正常
20120518 13:00	2582.0	空头	20120518 13:01	2581.8	1	93	60	-33.0	291744.9	正常
20120518 13:01	2581.8	多头	20120518 13:02	2581.4	1	93	-120	-213.0	291531.9	正常
20120518 13:02	2581.4	空头	20120518 13:03	2582.0	1	93	-180	-273.0	291259.0	正常
20120518 13:03	2582.0	多头	20120518 13:04	2581.0	1	93	-300	-392.9	290866.0	正常
20120518 13:04	2581.0	空头	20120518 13:05	2582.2	1	93	-360	-452.9	290413.1	正常
20120518 13:05	2582.2	多头	20120518 13:06	2583.6	1	93	420	327.1	290740.2	正常
20120518 13:06	2583.6	空头	20120518 13:07	2583.2	1	93	120	27.0	290767.2	正常
20120518 13:07	2583.2	多头	20120518 13:08	2583.6	1	93	120	27.0	290794.2	正常
20120518 13:08	2583.6	空头	20120518 13:09	2583.6	1	93	0	-93.0	290701.2	正常
20120518 13:09	2583.6	多头	20120518 13:10	2583.6	1	93	0	-93.0	290608.2	正常
20120518 13:10	2583.6	空头	20120518 13:11	2582.8	1	93	240	147.0	290755.3	正常
20120518 13:11	2582.8	多头	20120518 13:12	2582.6	1	93	-60	-153.0	290602.3	正常
20120518 13:12	2582.6	空头	20120518 13:13	2582.0	1	93	180	87.1	290689.3	正常
20120518 13:13	2582.0	多头	20120518 13:14	2581.2	1	93	-240	-333.0	290356.4	正常
20120518 13:14	2581.2	空头	20120518 13:15	2582.0	1	93	-240	-333.0	290023.4	正常
20120518 13:15	2582.0	多头	20120518 13:16	2580.6	1	93	-420	-512.9	289510.5	正常
20120518 13:16	2580.6	空头	20120518 13:17	2580.2	1	93	120	27.1	289537.7	正常
20120518 13:17	2580.2	多头	20120518 13:18	2579.4	1	93	-240	-332.9	289204.8	正常
20120518 13:18	2579.4	空头	20120518 13:19	2579.8	1	93	-120	-212.9	288991.9	正常
20120518 13:19	2579.8	多头	20120518 13:20	2578.4	1	93	-420	-512.9	288479.0	正常
20120518 13:20	2578.4	空头	20120518 13:21	2579.8	1	93	-420	-512.9	287966.1	正常
20120518 13:21	2579.8	多头	20120518 13:22	2579.6	1	93	-60	-152.9	287813.3	正常
20120518 13:22	2579.6	空头	20120518 13:23	2581.2	1	93	-480	-572.9	287240.4	正常
20120518 13:23	2581.2	多头	20120518 13:24	2580.8	1	93	-120	-212.9	287027.5	正常
20120518 13:24	2580.8	空头	20120518 13:25	2580.8	1	93	0	-92.9	286934.6	正常
20120518 13:25	2580.8	多头	20120518 13:26	2579.6	1	93	-360	-452.9	286481.7	正常
20120518 13:26	2579.6	空头	20120518 13:27	2580.2	1	93	-180	-272.8	286208.9	正常
20120518 13:27	2580.2	多头	20120518 13:28	2579.4	1	93	-240	-332.9	285876.0	正常
20120518 13:28	2579.4	空头	20120518 13:29	2579.0	1	93	120	27.1	285903.1	正常
20120518 13:29	2579.0	多头	20120518 13:30	2580.4	1	93	420	327.1	286230.2	正常
20120518 13:30	2580.4	空头	20120518 13:31	2579.2	1	93	360	267.1	286497.3	正常
20120518 13:31	2579.2	多头	20120518 13:32	2576.6	1	93	-780	-872.8	285624.6	正常
20120518 13:32	2576.6	空头	20120518 13:33	2577.0	1	93	-120	-212.7	285411.9	正常
20120518 13:33	2577.0	多头	20120518 13:34	2579.8	1	93	840	747.2	286159.1	正常
20120518 13:34	2579.8	空头	20120518 13:35	2579.0	1	93	240	147.2	286306.2	正常
20120518 13:35	2579.0	多头	20120518 13:36	2579.8	1	93	240	147.2	286453.4	正常
20120518 13:36	2579.8	空头	20120518 13:37	2580.0	1	93	-60	-152.9	286300.5	正常
20120518 13:37	2580.0	多头	20120518 13:38	2580.0	1	93	0	-92.9	286207.6	正常
20120518 13:38	2580.0	空头	20120518 13:39	2581.0	1	93	-300	-392.9	285814.7	正常
20120518 13:39	2581.0	多头	20120518 13:40	2580.8	1	93	-60	-152.9	285661.8	正常
20120518 13:40	2580.8	空头	20120518 13:41	2580.8	1	93	0	-92.9	285568.9	正常
20120518 13:41	2580.8	多头	20120518 13:42	2581.0	1	93	60	-32.9	285535.9	正常
20120518 13:42	2581.0	空头	20120518 13:43	2580.6	1	93	120	27.1	285563.0	正常
20120518 13:43	2580.6	多头	20120518 13:44	2579.4	1	93	-360	-452.9	285110.1	正常
20120518 13:44	2579.4	空头	20120518 13:45	2579.6	1	93	-60	-152.9	284957.1	正常
20120518 13:45	2579.6	多头	20120518 13:46	2579.2	1	93	-120	-212.9	284744.2	正常
20120518 13:46	2579.2	空头	20120518 13:47	2579.0	1	93	60	-32.9	284711.3	正常
20120518 13:47	2579.0	多头	20120518 13:48	2581.0	1	93	600	507.1	285218.4	正常
20120518 13:48	2581.0	空头	20120518 13:49	2580.6	1	93	120	27.1	285245.5	正常
20120518 13:49	2580.6	多头	20120518 13:50	2580.4	1	93	-60	-153.0	285092.6	正常
20120518 13:50	2580.4	空头	20120518 13:51	2580.4	1	93	0	-92.9	284999.7	正常
20120518 13:51	2580.4	多头	20120518 13:52	2580.4	1	93	0	-92.9	284906.8	正常
20120518 13:52	2580.4	空头	20120518 13:53	2580.8	1	93	-120	-212.9	284693.9	正常
20120518 13:53	2580.8	多头	20120518 13:54	2581.2	1	93	120	27.1	284720.9	正常
20120518 13:54	2581.2	空头	20120518 13:55	2581.2	1	93	0	-92.9	284628.0	正常
20120518 13:55	2581.2	多头	20120518 13:56	2582.0	1	93	240	147.1	284775.1	正常
20120518 13:56	2582.0	空头	20120518 13:57	2582.2	1	93	-60	-152.9	284622.2	正常
20120518 13:57	2582.2	多头	20120518 13:58	2582.8	1	93	180	87.1	284709.2	正常
20120518 13:58	2582.8	空头	20120518 13:59	2582.4	1	93	120	27.1	284736.3	正常
20120518 13:59	2582.4	多头	20120518 14:00	2582.4	1	93	0	-93.0	284643.3	正常
20120518 14:00	2582.4	空头	20120518 14:01	2581.4	1	93	300	207.1	284850.4	正常
20120518 14:01	2581.4	多头	20120518 14:02	2582.2	1	93	240	147.1	284997.5	正常
20120518 14:02	2582.2	空头	20120518 14:03	2582.6	1	93	-120	-213.0	284784.5	正常
20120518 14:03	2582.6	多头	20120518 14:04	2581.4	1	93	-360	-453.0	284331.5	正常
20120518 14:04	2581.4	空头	20120518 14:05	2580.8	1	93	180	87.0	284418.5	正常
20120518 14:05	2580.8	多头	20120518 14:06	2580.4	1	93	-120	-212.9	284205.6	正常
20120518 14:06	2580.4	空头	20120518 14:07	2579.4	1	93	300	207.1	284412.7	正常
20120518 14:07	2579.4	多头	20120518 14:08	2578.6	1	93	-240	-332.8	284079.9	正常
20120518 14:08	2578.6	空头	20120518 14:09	2579.0	1	93	-120	-212.8	283867.1	正常
20120518 14:09	2579.0	多头	20120518 14:10	2579.0	1	93	0	-92.8	283774.3	正常
20120518 14:10	2579.0	空头	20120518 14:11	2579.0	1	93	0	-92.8	283681.4	正常
20120518 14:11	2579.0	多头	20120518 14:12	2579.6	1	93	180	87.2	283768.5	正常
20120518 14:12	2579.6	空头	20120518 14:13	2579.6	1	93	0	-92.9	283675.7	正常
20120518 14:13	2579.6	多头	20120518 14:14	2578.6	1	93	-300	-392.8	283282.8	正常
20120518 14:14	2578.6	空头	20120518 14:15	2578.4	1	93	60	-32.8	283250.1	正常
20120518 14:15	2578.4	多头	20120518 14:16	2578.0	1	93	-120	-212.8	283037.3	正常
20120518 14:16	2578.0	空头	20120518 14:17	2577.0	1	93	300	207.2	283244.5	正常
20120518 14:17	2577.0	多头	20120518 14:18	2576.6	1	93	-120	-212.7	283031.8	正常
20120518 14:18	2576.6	空头	20120518 14:19	2576.4	1	93	60	-32.7	282999.1	正常
20120518 14:19	2576.4	多头	20120518 14:20	2577.0	1	93	180	87.3	283086.4	正常
20120518 14:20	2577.0	空头	20120518 14:21	2576.2	1	93	240	147.3	283233.7	正常
20120518 14:21	2576.2	多头	20120518 14:22	2576.2	1	93	0	-92.7	283140.9	正常
20120518 14:22	2576.2	空头	20120518 14:23	2575.6	1	93	180	87.2	283228.1	正常
20120518 14:23	2575.6	多头	20120518 14:24	2575.6	1	93	0	-92.7	283135.4	正常
20120518 14:24	2575.6	空头	20120518 14:25	2576.8	1	93	-360	-452.7	282682.6	正常
20120518 14:25	2576.8	多头	20120518 14:26	2576.4	1	93	-120	-212.8	282469.8	正常
20120518 14:26	2576.4	空头	20120518 14:27	2576.8	1	93	-120	-212.8	282257.0	正常
20120518 14:27	2576.8	多头	20120518 14:28	2576.8	1	93	0	-92.8	282164.3	正常
20120518 14:28	2576.8	空头	20120518 14:29	2576.8	1	93	0	-92.8	282071.5	正常
20120518 14:29	2576.8	多头	20120518 14:30	2577.6	1	93	240	147.2	282218.7	正常
20120518 14:30	2577.6	空头	20120518 14:31	2577.2	1	93	120	27.3	282246.0	正常
20120518 14:31	2577.2	多头	20120518 14:32	2577.6	1	93	120	27.3	282273.2	正常
20120518 14:32	2577.6	空头	20120518 14:33	2576.8	1	93	240	147.2	282420.4	正常
20120518 14:33	2576.8	多头	20120518 14:34	2576.6	1	93	-60	-152.7	282267.7	正常
20120518 14:34	2576.6	空头	20120518 14:35	2576.6	1	93	0	-92.8	282174.9	正常
20120518 14:35	2576.6	多头	20120518 14:36	2576.2	1	93	-120	-212.8	281962.1	正常
20120518 14:36	2576.2	空头	20120518 14:37	2575.8	1	93	120	27.2	281989.3	正常
20120518 14:37	2575.8	多头	20120518 14:38	2575.8	1	93	0	-92.7	281896.6	正常
20120518 14:38	2575.8	空头	20120518 14:39	2575.6	1	93	60	-32.7	281863.8	正常
20120518 14:39	2575.6	多头	20120518 14:40	2576.0	1	93	120	27.2	281891.1	正常
20120518 14:40	2576.0	空头	20120518 14:41	2576.0	1	93	0	-92.7	281798.3	正常
20120518 14:41	2576.0	多头	20120518 14:42	2576.0	1	93	0	-92.7	281705.6	正常
20120518 14:42	2576.0	空头	20120518 14:43	2575.6	1	93	120	27.2	281732.8	正常
20120518 14:43	2575.6	多头	20120518 14:44	2576.4	1	93	240	147.2	281880.1	正常
20120518 14:44	2576.4	空头	20120518 14:45	2576.4	1	93	0	-92.8	281787.3	正常
20120518 14:45	2576.4	多头	20120518 14:46	2576.0	1	93	-120	-212.7	281574.6	正常
20120518 14:46	2576.0	空头	20120518 14:47	2576.4	1	93	-120	-212.7	281361.9	正常
20120518 14:47	2576.4	多头	20120518 14:48	2576.0	1	93	-120	-212.7	281149.2	正常
20120518 14:48	2576.0	空头	20120518 14:49	2576.4	1	93	-120	-212.7	280936.4	正常
20120518 14:49	2576.4	多头	20120518 14:50	2576.0	1	93	-120	-212.7	280723.7	正常
20120518 14:50	2576.0	空头	20120518 14:51	2576.4	1	93	-120	-212.7	280511.0	正常
20120518 14:51	2576.4	多头	20120518 14:52	2576.6	1	93	60	-32.7	280478.3	正常
20120518 14:52	2576.6	空头	20120518 14:53	2576.6	1	93	0	-92.8	280385.6	正常
20120518 14:53	2576.6	多头	20120518 14:54	2576.0	1	93	-180	-272.8	280112.8	正常
20120518 14:54	2576.0	空头	20120518 14:55	2576.2	1	93	-60	-152.7	279960.1	正常
20120518 14:55	2576.2	多头	20120518 14:56	2576.0	1	93	-60	-152.7	279807.3	正常
20120518 14:56	2576.0	空头	20120518 14:57	2576.0	1	93	0	-92.7	279714.6	正常
20120518 14:57	2576.0	多头	20120518 14:58	2575.8	1	93	-60	-152.7	279561.9	正常
20120518 14:58	2575.8	空头	20120518 14:59	2576.0	1	93	-60	-152.7	279409.2	正常
20120518 14:59	2576.0	多头	20120518 14:59	2576.0	1	93	0	-92.7	279316.4	正常
