模型名称：DUMP
合约名称：IF1206  
测试时间：2012-05-17 -- 2012-06-08
测试周期：1分钟
测试模式：实战模式
开仓时使用的资金比率：100%
最大开仓手数：1000
保证金比率：1%
单位：300元/点
手续费：0.06‰
----------------------------------
  测试天数：		22		  测试周期数：	4540
  指令总数：		4540		  平均交易周期：1
  初始资金：		330000		  最终权益：	7380
  总收益率(盈利/初始资金)：	-97.76%	  盈利：	-322620.06
  扣除最大盈利后收益率：	-100.87%
  扣除最大亏损后收益率：	-96.73%

  可靠性(胜率)：	53.85%		  成交额：	5448997376
  期望收益(平均R乘数)：	0.00R		  总手续费：	326940

  总交易次数：		4540		
  盈利次数比例：	36.61%		  亏损次数比例：	35.57%
  平均利润率：		-0.02%		  平均每次盈利：	-71
  标准离差率：		45046.7%		  标准离差：		428.62
  多头次数：		2270		  空头次数：		2269
  多头盈利次数：	820		  空头盈利次数：	842

  盈利次数：		1662		  亏损次数：	1615
  总盈利：		580020(175.76%)	  总亏损：	-575701(-174.45%)
  平均盈利率：		1423(0.43%)	  平均亏损率：	-1415(-0.43%)
  最大盈利额：		10260(43.67%)	  最大亏损额：	-3420(-21.82%)
  平均盈利周期：	1		  平均亏损周期：	1
  最大盈利周期：	1		  最大亏损周期：	1
  最大连续盈利次数：	10		  最大连续亏损次数：	9
  最大连续盈利：	10260(43.67%)	  最大连续亏损：	-3720(-12.92%)

  空仓总时间：		0		  最长空仓时间：	0
  空仓时间/总时间：	0.00%


开仓时间	开仓价格	交易类型	平仓时间	平仓价格	手数	手续费	盈利	扣除手续费后盈利	总资金	平仓类型
20120517 10:52	2583.8	空头	20120517 10:53	2583.4	1	93	120	27.0	325240.8	正常
20120517 10:53	2583.4	多头	20120517 10:54	2584.4	1	93	300	207.0	325447.8	正常
20120517 10:54	2584.4	空头	20120517 10:55	2582.4	1	93	600	507.0	325954.8	正常
20120517 10:55	2582.4	多头	20120517 10:56	2581.2	1	93	-360	-452.9	325501.8	正常
20120517 10:56	2581.2	空头	20120517 10:57	2582.0	1	93	-240	-333.0	325168.9	正常
20120517 10:57	2582.0	多头	20120517 10:58	2582.0	1	93	0	-93.0	325075.9	正常
20120517 10:58	2582.0	空头	20120517 10:59	2582.6	1	93	-180	-273.0	324802.9	正常
20120517 10:59	2582.6	多头	20120517 11:00	2583.8	1	93	360	267.0	325069.9	正常
20120517 11:00	2583.8	空头	20120517 11:01	2583.2	1	93	180	87.0	325157.0	正常
20120517 11:01	2583.2	多头	20120517 11:02	2584.2	1	93	300	207.0	325364.0	正常
20120517 11:02	2584.2	空头	20120517 11:03	2583.6	1	93	180	86.9	325450.9	正常
20120517 11:03	2583.6	多头	20120517 11:04	2582.2	1	93	-420	-513.0	324937.9	正常
20120517 11:04	2582.2	空头	20120517 11:05	2582.6	1	93	-120	-213.0	324724.9	正常
20120517 11:05	2582.6	多头	20120517 11:06	2583.4	1	93	240	147.0	324871.8	正常
20120517 11:06	2583.4	空头	20120517 11:07	2583.8	1	93	-120	-213.1	324658.8	正常
20120517 11:07	2583.8	多头	20120517 11:08	2583.6	1	93	-60	-153.0	324505.8	正常
20120517 11:08	2583.6	空头	20120517 11:09	2584.6	1	93	-300	-393.0	324112.8	正常
20120517 11:09	2584.6	多头	20120517 11:10	2585.8	1	93	360	266.9	324379.7	正常
20120517 11:10	2585.8	空头	20120517 11:11	2584.8	1	93	300	206.9	324586.6	正常
20120517 11:11	2584.8	多头	20120517 11:12	2585.6	1	93	240	146.9	324733.6	正常
20120517 11:12	2585.6	空头	20120517 11:13	2586.6	1	93	-300	-393.1	324340.5	正常
20120517 11:13	2586.6	多头	20120517 11:14	2589.8	1	93	960	866.8	325207.3	正常
20120517 11:14	2589.8	空头	20120517 11:15	2594.6	1	93	-1440	-1533.3	323674.0	正常
20120517 11:15	2594.6	多头	20120517 11:16	2592.2	1	93	-720	-813.4	322860.6	正常
20120517 11:16	2592.2	空头	20120517 11:17	2591.4	1	93	240	146.7	323007.3	正常
20120517 11:17	2591.4	多头	20120517 11:18	2592.8	1	93	420	326.7	323334.0	正常
20120517 11:18	2592.8	空头	20120517 11:19	2595.8	1	93	-900	-993.4	322340.7	正常
20120517 11:19	2595.8	多头	20120517 11:20	2593.8	1	93	-600	-693.4	321647.3	正常
20120517 11:20	2593.8	空头	20120517 11:21	2598.0	1	93	-1260	-1353.4	320293.8	正常
20120517 11:21	2598.0	多头	20120517 11:22	2596.8	1	94	-360	-453.5	319840.3	正常
20120517 11:22	2596.8	空头	20120517 11:23	2595.2	1	93	480	386.6	320226.9	正常
20120517 11:23	2595.2	多头	20120517 11:24	2595.2	1	93	0	-93.4	320133.4	正常
20120517 11:24	2595.2	空头	20120517 11:25	2595.4	1	93	-60	-153.4	319980.0	正常
20120517 11:25	2595.4	多头	20120517 11:26	2593.4	1	93	-600	-693.4	319286.6	正常
20120517 11:26	2593.4	空头	20120517 11:27	2593.0	1	93	120	26.6	319313.2	正常
20120517 11:27	2593.0	多头	20120517 11:28	2593.0	1	93	0	-93.3	319219.8	正常
20120517 11:28	2593.0	空头	20120517 11:29	2594.2	1	93	-360	-453.4	318766.5	正常
20120517 11:29	2594.2	多头	20120517 13:00	2597.2	1	93	900	806.6	319573.0	正常
20120517 13:00	2597.2	空头	20120517 13:01	2596.4	1	93	240	146.5	319719.6	正常
20120517 13:01	2596.4	多头	20120517 13:02	2595.4	1	93	-300	-393.5	319326.1	正常
20120517 13:02	2595.4	空头	20120517 13:03	2597.2	1	93	-540	-633.5	318692.6	正常
20120517 13:03	2597.2	多头	20120517 13:04	2595.6	1	93	-480	-573.4	318119.2	正常
20120517 13:04	2595.6	空头	20120517 13:05	2594.2	1	93	420	326.6	318445.8	正常
20120517 13:05	2594.2	多头	20120517 13:06	2595.0	1	93	240	146.6	318592.4	正常
20120517 13:06	2595.0	空头	20120517 13:07	2594.2	1	93	240	146.6	318739.0	正常
20120517 13:07	2594.2	多头	20120517 13:08	2595.0	1	93	240	146.6	318885.6	正常
20120517 13:08	2595.0	空头	20120517 13:09	2597.0	1	93	-600	-693.5	318192.1	正常
20120517 13:09	2597.0	多头	20120517 13:10	2596.4	1	93	-180	-273.5	317918.6	正常
20120517 13:10	2596.4	空头	20120517 13:11	2599.2	1	94	-840	-933.5	316985.0	正常
20120517 13:11	2599.2	多头	20120517 13:12	2598.0	1	94	-360	-453.5	316531.5	正常
20120517 13:12	2598.0	空头	20120517 13:13	2598.4	1	94	-120	-213.5	316318.0	正常
20120517 13:13	2598.4	多头	20120517 13:14	2596.6	1	94	-540	-633.5	315684.5	正常
20120517 13:14	2596.6	空头	20120517 13:15	2598.0	1	94	-420	-513.5	315171.0	正常
20120517 13:15	2598.0	多头	20120517 13:16	2598.0	1	94	0	-93.5	315077.5	正常
20120517 13:16	2598.0	空头	20120517 13:17	2597.4	1	94	180	86.5	315164.1	正常
20120517 13:17	2597.4	多头	20120517 13:18	2595.8	1	93	-480	-573.4	314590.6	正常
20120517 13:18	2595.8	空头	20120517 13:19	2596.8	1	93	-300	-393.5	314197.2	正常
20120517 13:19	2596.8	多头	20120517 13:20	2598.6	1	94	540	446.5	314643.7	正常
20120517 13:20	2598.6	空头	20120517 13:21	2601.0	1	94	-720	-813.6	313830.1	正常
20120517 13:21	2601.0	多头	20120517 13:22	2601.2	1	94	60	-33.7	313796.4	正常
20120517 13:22	2601.2	空头	20120517 13:23	2599.6	1	94	480	386.3	314182.8	正常
20120517 13:23	2599.6	多头	20120517 13:24	2604.2	1	94	1380	1286.3	315469.1	正常
20120517 13:24	2604.2	空头	20120517 13:25	2603.0	1	94	360	266.3	315735.3	正常
20120517 13:25	2603.0	多头	20120517 13:26	2603.6	1	94	180	86.3	315821.6	正常
20120517 13:26	2603.6	空头	20120517 13:27	2603.4	1	94	60	-33.7	315787.9	正常
20120517 13:27	2603.4	多头	20120517 13:28	2602.2	1	94	-360	-453.7	315334.3	正常
20120517 13:28	2602.2	空头	20120517 13:29	2600.4	1	94	540	446.4	315780.6	正常
20120517 13:29	2600.4	多头	20120517 13:30	2599.2	1	94	-360	-453.6	315327.1	正常
20120517 13:30	2599.2	空头	20120517 13:31	2600.0	1	94	-240	-333.6	314993.5	正常
20120517 13:31	2600.0	多头	20120517 13:32	2599.2	1	94	-240	-333.6	314659.9	正常
20120517 13:32	2599.2	空头	20120517 13:33	2599.8	1	94	-180	-273.6	314386.3	正常
20120517 13:33	2599.8	多头	20120517 13:34	2600.6	1	94	240	146.4	314532.7	正常
20120517 13:34	2600.6	空头	20120517 13:35	2602.6	1	94	-600	-693.7	313839.0	正常
20120517 13:35	2602.6	多头	20120517 13:36	2602.4	1	94	-60	-153.7	313685.3	正常
20120517 13:36	2602.4	空头	20120517 13:37	2601.4	1	94	300	206.3	313891.6	正常
20120517 13:37	2601.4	多头	20120517 13:38	2602.0	1	94	180	86.4	313978.0	正常
20120517 13:38	2602.0	空头	20120517 13:39	2605.6	1	94	-1080	-1173.8	312804.2	正常
20120517 13:39	2605.6	多头	20120517 13:40	2603.6	1	94	-600	-693.8	312110.4	正常
20120517 13:40	2603.6	空头	20120517 13:41	2603.4	1	94	60	-33.7	312076.8	正常
20120517 13:41	2603.4	多头	20120517 13:42	2603.2	1	94	-60	-153.7	311923.1	正常
20120517 13:42	2603.2	空头	20120517 13:43	2604.0	1	94	-240	-333.7	311589.3	正常
20120517 13:43	2604.0	多头	20120517 13:44	2606.6	1	94	780	686.2	312275.6	正常
20120517 13:44	2606.6	空头	20120517 13:45	2608.6	1	94	-600	-693.9	311581.7	正常
20120517 13:45	2608.6	多头	20120517 13:46	2611.6	1	94	900	806.0	312387.8	正常
20120517 13:46	2611.6	空头	20120517 13:47	2609.8	1	94	540	446.0	312833.8	正常
20120517 13:47	2609.8	多头	20120517 13:48	2609.6	1	94	-60	-153.9	312679.8	正常
20120517 13:48	2609.6	空头	20120517 13:49	2614.4	1	94	-1440	-1534.0	311145.9	正常
20120517 13:49	2614.4	多头	20120517 13:50	2612.0	1	94	-720	-814.0	310331.8	正常
20120517 13:50	2612.0	空头	20120517 13:51	2612.4	1	94	-120	-214.0	310117.8	正常
20120517 13:51	2612.4	多头	20120517 13:52	2611.2	1	94	-360	-454.0	309663.8	正常
20120517 13:52	2611.2	空头	20120517 13:53	2611.8	1	94	-180	-274.0	309389.8	正常
20120517 13:53	2611.8	多头	20120517 13:54	2610.0	1	94	-540	-634.0	308755.8	正常
20120517 13:54	2610.0	空头	20120517 13:55	2609.6	1	94	120	26.0	308781.8	正常
20120517 13:55	2609.6	多头	20120517 13:56	2610.4	1	94	240	146.0	308927.8	正常
20120517 13:56	2610.4	空头	20120517 13:57	2609.6	1	94	240	146.0	309073.7	正常
20120517 13:57	2609.6	多头	20120517 13:58	2610.8	1	94	360	266.0	309339.7	正常
20120517 13:58	2610.8	空头	20120517 13:59	2611.0	1	94	-60	-154.0	309185.8	正常
20120517 13:59	2611.0	多头	20120517 14:00	2610.8	1	94	-60	-154.0	309031.8	正常
20120517 14:00	2610.8	空头	20120517 14:01	2611.0	1	94	-60	-154.0	308877.8	正常
20120517 14:01	2611.0	多头	20120517 14:02	2611.4	1	94	120	26.0	308903.8	正常
20120517 14:02	2611.4	空头	20120517 14:03	2609.8	1	94	480	386.0	309289.8	正常
20120517 14:03	2609.8	多头	20120517 14:04	2608.6	1	94	-360	-453.9	308835.8	正常
20120517 14:04	2608.6	空头	20120517 14:05	2608.4	1	94	60	-33.8	308801.9	正常
20120517 14:05	2608.4	多头	20120517 14:06	2608.4	1	94	0	-93.9	308708.1	正常
20120517 14:06	2608.4	空头	20120517 14:07	2608.6	1	94	-60	-154.0	308554.1	正常
20120517 14:07	2608.6	多头	20120517 14:08	2610.4	1	94	540	446.0	309000.1	正常
20120517 14:08	2610.4	空头	20120517 14:09	2610.0	1	94	120	26.0	309026.1	正常
20120517 14:09	2610.0	多头	20120517 14:10	2611.6	1	94	480	386.0	309412.2	正常
20120517 14:10	2611.6	空头	20120517 14:11	2611.6	1	94	0	-94.0	309318.2	正常
20120517 14:11	2611.6	多头	20120517 14:12	2611.2	1	94	-120	-214.1	309104.1	正常
20120517 14:12	2611.2	空头	20120517 14:13	2610.6	1	94	180	86.0	309190.1	正常
20120517 14:13	2610.6	多头	20120517 14:14	2610.0	1	94	-180	-274.0	308916.1	正常
20120517 14:14	2610.0	空头	20120517 14:15	2609.2	1	94	240	146.1	309062.2	正常
20120517 14:15	2609.2	多头	20120517 14:16	2611.4	1	94	660	566.0	309628.2	正常
20120517 14:16	2611.4	空头	20120517 14:17	2611.2	1	94	60	-34.0	309594.2	正常
20120517 14:17	2611.2	多头	20120517 14:18	2612.6	1	94	420	326.0	309920.2	正常
20120517 14:18	2612.6	空头	20120517 14:19	2615.4	1	94	-840	-934.0	308986.1	正常
20120517 14:19	2615.4	多头	20120517 14:20	2615.2	1	94	-60	-154.1	308832.0	正常
20120517 14:20	2615.2	空头	20120517 14:21	2616.2	1	94	-300	-394.2	308437.8	正常
20120517 14:21	2616.2	多头	20120517 14:22	2616.2	1	94	0	-94.2	308343.7	正常
20120517 14:22	2616.2	空头	20120517 14:23	2615.6	1	94	180	85.8	308429.4	正常
20120517 14:23	2615.6	多头	20120517 14:24	2617.8	1	94	660	565.8	308995.2	正常
20120517 14:24	2617.8	空头	20120517 14:25	2619.8	1	94	-600	-694.3	308300.9	正常
20120517 14:25	2619.8	多头	20120517 14:26	2618.4	1	94	-420	-514.3	307786.6	正常
20120517 14:26	2618.4	空头	20120517 14:27	2617.2	1	94	360	265.7	308052.4	正常
20120517 14:27	2617.2	多头	20120517 14:28	2617.6	1	94	120	25.8	308078.2	正常
20120517 14:28	2617.6	空头	20120517 14:29	2617.8	1	94	-60	-154.2	307924.0	正常
20120517 14:29	2617.8	多头	20120517 14:30	2615.8	1	94	-600	-694.2	307229.8	正常
20120517 14:30	2615.8	空头	20120517 14:31	2616.6	1	94	-240	-334.2	306895.5	正常
20120517 14:31	2616.6	多头	20120517 14:32	2616.0	1	94	-180	-274.2	306621.3	正常
20120517 14:32	2616.0	空头	20120517 14:33	2616.6	1	94	-180	-274.2	306347.1	正常
20120517 14:33	2616.6	多头	20120517 14:34	2614.4	1	94	-660	-754.2	305592.9	正常
20120517 14:34	2614.4	空头	20120517 14:35	2616.4	1	94	-600	-694.2	304898.7	正常
20120517 14:35	2616.4	多头	20120517 14:36	2616.6	1	94	60	-34.1	304864.6	正常
20120517 14:36	2616.6	空头	20120517 14:37	2615.4	1	94	360	265.9	305130.5	正常
20120517 14:37	2615.4	多头	20120517 14:38	2615.4	1	94	0	-94.2	305036.3	正常
20120517 14:38	2615.4	空头	20120517 14:39	2614.6	1	94	240	145.8	305182.2	正常
20120517 14:39	2614.6	多头	20120517 14:40	2615.8	1	94	360	265.8	305448.0	正常
20120517 14:40	2615.8	空头	20120517 14:41	2617.0	1	94	-360	-454.2	304993.8	正常
20120517 14:41	2617.0	多头	20120517 14:42	2616.4	1	94	-180	-274.2	304719.6	正常
20120517 14:42	2616.4	空头	20120517 14:43	2616.0	1	94	120	25.8	304745.4	正常
20120517 14:43	2616.0	多头	20120517 14:44	2616.2	1	94	60	-34.2	304711.2	正常
20120517 14:44	2616.2	空头	20120517 14:45	2614.2	1	94	600	505.9	305217.0	正常
20120517 14:45	2614.2	多头	20120517 14:46	2611.4	1	94	-840	-934.1	304283.0	正常
20120517 14:46	2611.4	空头	20120517 14:47	2611.0	1	94	120	26.0	304308.9	正常
20120517 14:47	2611.0	多头	20120517 14:48	2611.2	1	94	60	-34.0	304274.9	正常
20120517 14:48	2611.2	空头	20120517 14:49	2611.0	1	94	60	-34.0	304240.9	正常
20120517 14:49	2611.0	多头	20120517 14:50	2612.2	1	94	360	266.0	304506.9	正常
20120517 14:50	2612.2	空头	20120517 14:51	2612.0	1	94	60	-34.1	304472.8	正常
20120517 14:51	2612.0	多头	20120517 14:52	2613.2	1	94	360	265.9	304738.8	正常
20120517 14:52	2613.2	空头	20120517 14:53	2612.6	1	94	180	85.9	304824.7	正常
20120517 14:53	2612.6	多头	20120517 14:54	2612.0	1	94	-180	-274.1	304550.6	正常
20120517 14:54	2612.0	空头	20120517 14:55	2611.2	1	94	240	146.0	304696.6	正常
20120517 14:55	2611.2	多头	20120517 14:56	2606.6	1	94	-1380	-1473.9	303222.7	正常
20120517 14:56	2606.6	空头	20120517 14:57	2607.8	1	94	-360	-453.8	302768.8	正常
20120517 14:57	2607.8	多头	20120517 14:58	2609.0	1	94	360	266.1	303034.9	正常
20120517 14:58	2609.0	空头	20120517 14:59	2607.4	1	94	480	386.1	303421.0	正常
20120517 14:59	2607.4	多头	20120517 15:00	2608.8	1	94	420	326.2	303747.2	正常
20120517 15:00	2608.8	空头	20120517 15:01	2608.0	1	94	240	146.1	303893.3	正常
20120517 15:01	2608.0	多头	20120517 15:02	2608.4	1	94	120	26.1	303919.4	正常
20120517 15:02	2608.4	空头	20120517 15:03	2608.0	1	94	120	26.1	303945.5	正常
20120517 15:03	2608.0	多头	20120517 15:04	2607.2	1	94	-240	-333.9	303611.6	正常
20120517 15:04	2607.2	空头	20120517 15:05	2606.4	1	94	240	146.2	303757.7	正常
20120517 15:05	2606.4	多头	20120517 15:06	2607.0	1	94	180	86.2	303843.9	正常
20120517 15:06	2607.0	空头	20120517 15:07	2606.4	1	94	180	86.2	303930.1	正常
20120517 15:07	2606.4	多头	20120517 15:08	2605.6	1	94	-240	-333.8	303596.3	正常
20120517 15:08	2605.6	空头	20120517 15:09	2603.8	1	94	540	446.2	304042.6	正常
20120517 15:09	2603.8	多头	20120517 15:10	2605.2	1	94	420	326.2	304368.8	正常
20120517 15:10	2605.2	空头	20120517 15:11	2605.8	1	94	-180	-273.8	304094.9	正常
20120517 15:11	2605.8	多头	20120517 15:12	2605.8	1	94	0	-93.8	304001.1	正常
20120517 15:12	2605.8	空头	20120517 15:13	2606.6	1	94	-240	-333.8	303667.3	正常
20120517 15:13	2606.6	多头	20120517 15:14	2607.6	1	94	300	206.1	303873.4	正常
20120517 15:14	2607.6	空头	20120518 09:15	2595.2	1	94	3720	3626.4	307499.8	正常
20120518 09:15	2595.2	多头	20120518 09:16	2592.2	1	93	-900	-993.4	306506.5	正常
20120518 09:16	2592.2	空头	20120518 09:17	2593.2	1	93	-300	-393.3	306113.1	正常
20120518 09:17	2593.2	多头	20120518 09:18	2592.8	1	93	-120	-213.3	305899.8	正常
20120518 09:18	2592.8	空头	20120518 09:19	2588.8	1	93	1200	1106.7	307006.6	正常
20120518 09:19	2588.8	多头	20120518 09:20	2585.0	1	93	-1140	-1233.1	305773.4	正常
20120518 09:20	2585.0	空头	20120518 09:21	2584.4	1	93	180	87.0	305860.4	正常
20120518 09:21	2584.4	多头	20120518 09:22	2586.4	1	93	600	506.9	306367.3	正常
20120518 09:22	2586.4	空头	20120518 09:23	2586.0	1	93	120	26.9	306394.2	正常
20120518 09:23	2586.0	多头	20120518 09:24	2584.6	1	93	-420	-513.0	305881.1	正常
20120518 09:24	2584.6	空头	20120518 09:25	2586.6	1	93	-600	-693.1	305188.0	正常
20120518 09:25	2586.6	多头	20120518 09:26	2586.2	1	93	-120	-213.2	304974.8	正常
20120518 09:26	2586.2	空头	20120518 09:27	2586.6	1	93	-120	-213.2	304761.7	正常
20120518 09:27	2586.6	多头	20120518 09:28	2586.6	1	93	0	-93.1	304668.6	正常
20120518 09:28	2586.6	空头	20120518 09:29	2585.4	1	93	360	267.0	304935.5	正常
20120518 09:29	2585.4	多头	20120518 09:30	2587.0	1	93	480	386.9	305322.5	正常
20120518 09:30	2587.0	空头	20120518 09:31	2586.8	1	93	60	-33.1	305289.3	正常
20120518 09:31	2586.8	多头	20120518 09:32	2586.0	1	93	-240	-333.1	304956.2	正常
20120518 09:32	2586.0	空头	20120518 09:33	2588.0	1	93	-600	-693.1	304263.1	正常
20120518 09:33	2588.0	多头	20120518 09:34	2585.4	1	93	-780	-873.2	303389.9	正常
20120518 09:34	2585.4	空头	20120518 09:35	2585.6	1	93	-60	-153.1	303236.8	正常
20120518 09:35	2585.6	多头	20120518 09:36	2585.4	1	93	-60	-153.1	303083.7	正常
20120518 09:36	2585.4	空头	20120518 09:37	2586.0	1	93	-180	-273.1	302810.6	正常
20120518 09:37	2586.0	多头	20120518 09:38	2585.6	1	93	-120	-213.1	302597.5	正常
20120518 09:38	2585.6	空头	20120518 09:39	2586.6	1	93	-300	-393.1	302204.4	正常
20120518 09:39	2586.6	多头	20120518 09:40	2588.0	1	93	420	326.8	302531.2	正常
20120518 09:40	2588.0	空头	20120518 09:41	2588.0	1	93	0	-93.2	302438.0	正常
20120518 09:41	2588.0	多头	20120518 09:42	2589.6	1	93	480	386.8	302824.8	正常
20120518 09:42	2589.6	空头	20120518 09:43	2587.0	1	93	780	686.9	303511.7	正常
20120518 09:43	2587.0	多头	20120518 09:44	2585.4	1	93	-480	-573.1	302938.6	正常
20120518 09:44	2585.4	空头	20120518 09:45	2585.0	1	93	120	26.9	302965.5	正常
20120518 09:45	2585.0	多头	20120518 09:46	2584.6	1	93	-120	-213.0	302752.4	正常
20120518 09:46	2584.6	空头	20120518 09:47	2585.8	1	93	-360	-453.1	302299.4	正常
20120518 09:47	2585.8	多头	20120518 09:48	2586.4	1	93	180	86.9	302386.2	正常
20120518 09:48	2586.4	空头	20120518 09:49	2586.8	1	93	-120	-213.2	302173.1	正常
20120518 09:49	2586.8	多头	20120518 09:50	2586.2	1	93	-180	-273.1	301899.9	正常
20120518 09:50	2586.2	空头	20120518 09:51	2588.2	1	93	-600	-693.1	301206.8	正常
20120518 09:51	2588.2	多头	20120518 09:52	2588.8	1	93	180	86.8	301293.6	正常
